signal_index,file_name,free_text_sensory,free_text_emotional,free_text_association
98,2410251517178.json,It feels like a heart beat,It makes me think im holding a heart or something that has life,"yes, when our heart pumps fast it feels like this from inside"
99,2410291354178.json,"The sensation just feels like a buzz, like some vibrating or rotating object.",N.A.,This reminds of bees that buzz around us.
99,2410291248178.json,The sensation feels like low irregular patterns.,The sensation made me feel uncomfortable.,The sensation can be associated with a low vibratory machine.
99,2410251808178.json,The sensation is constant buzz vibration like a honey bee,The sensation feels like a joyous buzz of excitement,The sensation makes me feel i'm having a honey bee around
99,2410251705178.json,"Sensation was sporadic, it was continuously changing and there was no constant rhythm",This sensation made me feel confused and irritated,The sensation felt like a yo-yo
99,2410231809178.json,The vibration is very  jaggedy.,This vibration feel like relaxing.,This vibration reminds me of a grinder.
99,2410231659178.json,The sensation is continuous with a light buzz. It wasn't steady though.,This sensation was soothing and made me feel reassuring.,"This reminds me of a printer, printing multiple papers."
99,2410251436178.json,This sensation felt like white noise and did not have any structure.,This sensation made me feel ambiguity.,N.A.
99,2410251317178.json,"This sensation, to deal with, was not enjoyable because of its almosr very annoying nature.",The sensation made me feel tired.,This sensation felt like pushing a heavy box on an uneven surface. It felt hard after a point. 
99,2410241501178.json,The sentation was abrubt. it had 3 high intensity peaks where the third intensity peak had a much more haptic control than the other two.,The sensation makes me feel like someone singing abrutly.,The sensation reminds me of an orchestra where the singer ends on a high pitch.
99,2410251517178.json,It feels like we are dragging a thing with a string,this makes me want to hold that tight,yes it reminds me of pulling a thing with a string attached to it
100,2410291354178.json,The sensation is rhythmical. It is a changing frequency in the oscillaitons or vibrations creating a rhythmic manner.,I feel steady and attentive.,This reminds me of the army parade band.
100,2410291248178.json,The sensation has a rythym with low intensity.,The sensation makes me feel anxious.,"The sensation can be associated to a heartbeat,"
100,2410251808178.json,The sensation feels like mixed signals changing in abrupt pattern,The sensation makes me feel confused,The sensation reminds me of vibrations like driving on rough road
100,2410251705178.json,This sensation is like a signal,This sensation made me feel like it is warning me.,This sensation reminded me of an SOS signal
100,2410231809178.json,"This vibration is like very mute beeps, it feels little bit prickly.",This vibration make me feel active.,This vibration reminds me of vibration through the phone when it receives a call.
100,2410231659178.json,The sensation was very faint vibration.,This sensation made me feel very calm.,N.A.
100,2410251436178.json,This sensation was jagged and did not have a distinct pattern.,I could attach uncertainity with this sensation.,N.A.
100,2410251317178.json,This sensation felt mildly fresh. It had a good buzz associated with it. ,This sensation made me excited and look forward to gaming. ,This sensation felt like a ps5 controller when you shuffle through the home screen.
100,2410241501178.json,The sensation was having a very low intensity with 2 burst intensities in between.,The sensation makes me feel calm and quiet.,The sensation reminds me of a boat sailing in the sea with waves crashing the boat slowly.
100,2410251517178.json,it is a count of three vibrations. the vibrations are rythamic,feels relaxing like a music,it reminds me of music
101,2410291354178.json,The sensation is a random beat of vibrations.,The sensation makes me feel active and reassuring.,It reminds me of someone patting your back when you're sad.
101,2410291248178.json,The sensation felt intense and irregular.,The sensation made me feel excited.,The sensation reminded me of a drum pattern.
101,2410251808178.json,The sensation feels like beat boxing,The sensation made me feel excited,"The sensation reminds me of beat boxing, I can feel the base of loud speakers"
101,2410251705178.json,This sensation is like someone is playing drums but not too loud.,"This sensation makes me feel like rhythmical, like kind of what you feel when a music starts,",This sensation reminds me of song.
101,2410231809178.json,This vibration feels very bumpy with short pulses.,This vibration makes me fell discomfort.,This vibration feels like a irregural heart beat.
101,2410231659178.json,The sensation was like water droplets falling continuously. There was a small gap between each vibration.,This sensation made me feel pleasant and enjoyable.,This sensation reminds of waterdroplets. It reminds me of continous notifications I receive when my phone is in vibration mode.
